834   		1655  		458   		2443  		25449 		
472   		1648  		11372 		599   		584   		
5144  		909   		482   		3555  		582   		
295   		461   		38375 		1310  		269   		
1484  		1013  		8404  		4581  		4034  		
596   		539   		1086  		346   		2037  		
6648  		535   		2581  		726   		2490  		
352   		2097  		8557  		9020  		1636  		
357   		9909  		758   		3164  		721   		
241   		1595  		3620  		2404  		1160  		
2612  		2183  		539   		1769  		408   		
498   		1480  		2055  		10532 		17685 		
1205  		6825  		5693  		702   		3894  		
1491  		1443  		1993  		1638  		816   		
952   		328   		777   		2559  		190   		
719   		6413  		1790  		1666  		240   		
6015  		360   		3630  		470   		1409  		
578   		680   		2984  		404   		886   		
2728  		2103  		955   		682   		569   		
1957  		4305  		559166		361   		1039  		
1199  		2529  		1356  		1395  		1021  		
5685  		868   		2395  		609   		760   		
35449 		2909  		2779  		568   		4420  		
1004  		437   		3784  		2618  		606   		
433   		1690  		1266  		684   		236   		
2120  		496   		618   		6738  		4009  		
1647  		346   		1073  		953   		8403  		
2350  		10431 		3628  		727   		5567  		
2176  		4380  		2013  		879   		1364  		
552   		396   		4351  		387   		2670  		
948   		34294 		5459  		15339 		4745  		
254   		686   		1605  		1138  		896   		
4617  		2720  		1589  		2518  		779   		
12439 		1196  		1195  		1334  		1191  		
8165  		236   		3567  		231   		811   		
415   		1099  		795   		5579  		253   		
4916  		9330  		2860  		8277  		648   		
2420  		1233  		2041  		642   		1325  		
4957  		1072  		716   		694   		768   		
7514  		14579 		869   		1471  		707   		
2746  		3423  		515   		9310  		510   		
4563  		3864  		292   		542   		1070  		
8072  		4028  		1222  		479   		760   		
7494  		42828 		1244  		1568  		947   		
6547  		885   		1750  		500   		2988  		
988   		5635  		15204 		3699  		5181  		
365   		740   		288   		16926 		2796  		
4546  		5161  		1597  		686   		414   		
178   		589   		271   		2217  		330   		
1479  		1636  		4644  		798   		948   		
8789  		1112  		2377  		440   		30970 		
11240 		1713  		910   		844   		44386 		
1261  		4444  		7614  		2726  		2475  		
1915  		5861  		9693  		847   		954   		
3190  		279   		1104  		2724  		387   		
648   		3242  		1290  		502   		1378  		
3667  		1405  		807   		3043  		5259  		
318   		3497  		4163  		6876  		5477  		
1117  		4626  		254   		594   		3681  		
6151  		1783  		2725  		1032  		5466  		
657   		768   		1212  		432   		405   		
298   		1833  		476   		1502  		279   		
2598  		5926  		1641  		18586 		5772  		
2461  		1325  		718   		1137  		644   		
5312  		7954  		690   		706   		4113  		
3626  		8057  		233   		4288  		548   		
7344  		424   		869   		1222  		551   		
905   		18897 		537   		642   		666   		
3434  		209   		2386  		1489  		624   		
423   		1203  		1423  		1550  		893   		
2548  		293   		20280 		1314  		7630  		
1349  		10765 		378   		2140  		1013  		
382   		14043 		1226  		1381  		4072  		
8082  		2189  		932   		718   		16584 		
1280  		898   		752   		2476  		1291  		
1951  		249   		701   		2930  		531   		
804   		3531  		7987  		5526  		1037  		
1227  		1486  		5258  		4451  		4648  		
455   		130233		422   		473   		298   		
4001  		4280  		818   		1493  		19437 		
560   		1156  		1866  		734   		1609  		
1433  		851   		2221  		523   		664   		
27691 		10295 		19828 		1620  		5989  		
4918  		859   		54305 		1509  		410   		
1967  		2041  		4246  		1735  		232   		
3149  		301   		955   		3552  		1317  		
2374  		1330  		1690  		467   		544   		
4420  		389   		1057  		3769  		582   		
330   		31227 		4150  		2570  		252   		
8802  		5191  		8260  		958   		542   		
661   		3388  		3196  		349   		35856 		
354   		1271  		414   		2415  		8438  		
620   		4332  		512   		565   		3947  		
3782  		2300  		29183 		427   		16233 		
4754  		23454 		2962  		2112  		6168  		
338   		1028  		1084  		5257  		293   		
3061  		1470  		7148  		7707  		1374  		
835   		6517  		1568  		1081  		6234  		
578   		1211  		247   		1067  		10972 		
1337  		4986  		9012  		372408		1954  		
3144  		4403  		822   		1366  		2923  		
860   		1481  		2692  		538   		1700  		
10763 		2318  		6600  		387   		611   		
4127  		396   		612   		680   		1140  		
991   		1479  		1203  		732   		605   		
892   		5245  		1037  		3741  		1419  		
4893  		3806  		5215  		491   		7499  		
3081  		5373  		1784  		580   		10478 		
1299  		317   		4404  		526   		651   		
884   		516   		272   		2038  		1900  		
715   		11587 		2354  		1835  		2011  		
2694  		2090  		4492  		14670 		694   		
1818  		1228  		5859  		1627  		6980  		
1254  		666   		255   		1128  		2378  		
953   		670   		1761  		1453  		2407  		
317   		1422  		2443  		500   		1627  		
5753  		304   		2009  		444   		2559  		
2337  		1990  		1406  		1054  		17486 		
2019  		654   		5123  		1602  		525   		
350   		422   		424   		10510 		455   		
2427  		1091  		2728  		2850  		1455  		
2566  		2332  		315   		1183  		7064  		
669   		2082  		6557  		447   		1905  		
1474  		4343  		1379  		471   		342   		
2835  		1465  		6112  		405   		1942  		
1558  		771   		9475  		1140  		832   		
470   		922   		1869  		1390  		2175  		
1855  		354   		729   		139   		2447  		
685   		742   		1417  		970   		130   		
405   		2028  		642   		4003  		224   		
22974 		2010  		1671  		1904  		5850  		
2222  		355   		1637  		1378  		2160  		
1769  		6260  		515   		524   		4767  		
1805  		1283  		2745  		828   		1529  		
470   		408   		1456  		249   		298   		
10341 		610   		1227  		1096  		951   		
1022  		1935  		1350  		193   		563   		
6611  		9787  		350   		2906  		2011  		
667   		6415  		585   		685   		1647  		
1626  		1180  		1208  		151   		912   		
7232  		538   		830   		2818  		298   		
634   		15858 		14277 		1088  		17965 		
1626  		1628  		4382  		797   		2914  		
582   		659   		5433  		5784  		1633  		
240   		2146  		1440  		5042  		2190  		
580   		868   		2112  		19399 		536   		
416   		2937  		320   		1445  		8685  		
341   		615   		1173  		747   		28075 		
6395  		730   		2381  		4933  		6146  		
930   		2060  		3214  		3637  		2017  		
821   		4486  		2600  		3886  		1188  		
11566 		1034  		528   		2185  		520   		
269   		9375  		826   		710   		412   		
1916  		813   		1394  		747   		5678  		
386   		1343  		547   		11892 		546   		
12322 		1644  		445   		445   		282   		
403   		1842  		3740  		1136  		1603  		
3942  		526   		743   		14066 		1771  		
1002  		2565  		6735  		1220  		190   		
1915  		270   		313   		221   		7305  		
695   		2180  		2956  		1296  		262   		
605   		749   		1349  		622   		8624  		
1644  		1451  		129   		2813  		7876  		
2338  		1673  		308   		1577  		2572  		
15905 		28212 		8332  		464   		1324  		
459   		945370		484   		1479  		876   		
756   		4468  		1099  		761   		540   		
644   		1447  		1144  		320   		3440  		
361   		12678 		412   		3967  		3098  		
1402  		1060  		4031  		706   		5212  		
1596  		6341  		898   		723   		1381  		
1395  		327   		11929 		832   		514   		
6294  		1905  		2873  		1287  		2787  		
2348  		885   		1287  		1087  		1572  		
2672  		3700  		947   		832   		614   		
3617  		11168 		1698  		1137  		8935  		
1527  		3600  		654   		274   		592   		
321   		478   		1342  		494   		461   		
779   		459   		1589  		933   		1249  		
39449 		5785  		1534  		177   		1981  		
4297  		6088  		647   		558   		526   		
357   		460   		5795  		332   		738   		
16098 		1385  		2018  		3398  		518   		
973   		286   		248   		1544  		606   		
6120  		472   		190   		586   		447   		
503   		1531  		639   		397   		905   		
131   		438   		3782  		3300  		1075  		
18123 		4085  		615   		2359  		1780  		
1651  		5236  		11490 		2672  		1007  		
1573  		6143  		367   		578   		759   		
517   		932   		826   		3272  		511   		
272   		7632  		6040  		9323  		1549  		
2242  		474   		3585  		837   		741   		
556   		932   		166   		4337  		883   		
952   		10939 		1531  		3154  		654   		
690   		5192  		1408  		2698  		257   		
330   		7333  		628   		508   		424   		
290   		1312  		5246  		1648  		90116 		
390   		3078  		2358  		1484  		872   		
6408  		233   		1271  		8340  		591   		
23607 		7419  		670   		2174  		255822		
617   		1015  		4998  		8149  		3265  		
61931 		32420 		847   		4894  		327   		
23087 		33324 		1336  		319   		167   		
1670  		1628  		3087  		783   		5009  		
1838  		26267 		466   		1120  		3019  		
3723  		1513  		4037  		8320  		9816  		
631   		3189  		622   		38624 		2539  		
5233  		354   		774   		27652 		282   		
1070  		1731  		679   		945089		6422  		
2007  		754   		1569  		28955 		753   		
1884  		727   		2195  		473   		2327  		
3920  		7281  		214   		734   		31610 		
493   		4722  		1142  		1356  		1579  		
171   		2706  		2551  		427   		728   		
471   		3140  		4844  		1140  		1461  		
1245  		8478  		1282  		1392  		1201  		
1812  		228   		441   		7813  		844   		
1965  		2755  		1295  		1255  		1206  		
38886 		3559  		4903  		408   		1624  		
9924  		1064  		2278  		7047  		39812 		
794   		798   		246   		846   		1076  		
2187  		32866 		853   		1395  		532   		
22148 		2027  		1421  		1149  		1731  		
739   		1950  		4097  		12748 		702   		
452   		1631  		1151  		3373  		2861  		
449   		1261  		1920  		3346  		5678  		
384   		364   		380   		1165  		4852  		
4091  		547   		6461  		2389  		1251  		
6900  		1352  		1681  		864   		5695  		
36154 		2428  		3069  		537   		3716  		
6831  		3579  		534   		2418  		840   		
718   		3079  		1013  		894   		2569  		
412   		2368  		3497  		1022  		1097  		
686   		1847  		12354 		418   		1428  		
544   		310   		1272  		797   		1590  		
3835  		337   		1012  		3943  		321   		
4237  		11469 		1492  		370   		461   		
1260  		633   		5295  		5421  		1001  		
357   		13625 		534   		1477  		5162  		
18298 		3796  		509   		750   		437   		
266   		522   		453   		1925  		2781  		
4219  		10276 		205   		782   		614   		
2130  		55873 		800   		2369  		2628  		
817   		5751  		1065  		848   		441   		
2648  		588   		1394  		2818  		549   		
9992  		13114 		13325 		5223  		4782  		
11713 		780   		1829  		5697  		5198  		
2503  		296   		39454 		1769  		8713  		
758   		4113  		1089  		1602  		720   		
1153  		2158  		2447  		3215  		2789  		
33210 		4348  		10561 		8446  		2584  		
16711 		493   		1844  		2557  		1921  		
1522  		612   		848   		3798  		820   		
620   		2137  		11178 		23898 		1281  		
478   		249   		758   		1236  		2532  		
564   		7747  		2999  		511   		2622  		
4978  		532   		1435  		310   		3480  		
845   		5635  		5723  		2763  		1673  		
1408  		1692  		2791  		390   		642   		
535   		1721  		1801  		1553  		706   		
882   		6245  		233   		253   		331   		
17084 		450   		14171 		1011  		2511  		
854   		1793  		331   		1919  		994   		
475   		346   		411   		14121 		5531  		
9125  		272   		4564  		894   		1414  		
5244  		8307  		7261  		20256 		5131  		
294   		1906  		1040  		286   		437   		
473   		7566  		90037 		4218  		11516 		
2960  		479   		314   		10783 		1594  		
673   		2778  		243   		7003  		438   		
513   		2378  		755   		11200 		1207  		
1019  		33319 		693   		9964  		2862  		
5414  		5767  		14699 		6313  		1630  		
2905  		868   		1258  		400   		74692 		
8057  		595   		3733  		52805 		512   		
206   		309   		2779  		534   		934   		
5146  		2571  		1042  		5209  		1797  		
18793 		9764  		3239  		13167 		3615  		
2203  		303   		8352  		1041  		460   		
1622  		1685  		585   		8929  		3828  		
204   		18491 		5080  		1954  		661   		
292   		697   		2312  		2127  		1552  		
472   		2165  		1393  		1433  		1202  		
1983  		796   		1259  		5182  		2054  		
803   		189   		4887  		7562  		2744  		
8028  		15972 		1064  		433   		342   		
454   		1524  		9442  		2519  		1325  		
783396		380   		806   		1320  		12227 		
864   		24572 		639   		1679  		1059  		
732   		1431  		4273  		382   		1884  		
588   		4014  		1128  		377   		3646  		
339   		892   		223   		2987  		389   		
730   		1169  		19035 		2435  		2255  		
377   		782   		718   		985   		845   		
1936  		1544  		2606  		5390  		664   		
1091  		1324  		221   		5859  		701   		
780   		1566  		2080  		1897  		896   		
543   		169   		786   		430   		362   		
1634  		8974  		4164  		268   		4034  		
530   		1322  		1065  		9517  		481   		
2239  		6570  		537   		4368  		788   		
3764  		2601  		6047  		790   		2561  		
1067  		652   		1207  		1560  		631   		
2565  		1583  		1562  		718   		1489  		
663   		1341  		1282  		15042 		422   		
1412  		2474  		5276  		308   		479   		
704   		209   		23348 		2563  		3861  		
764   		27418 		122360		1460  		3892  		
4507  		1757  		1160  		220   		26444 		
644   		3397  		40049 		2252  		4758  		
454   		789   		2948  		949   		1333  		
1960  		332   		585   		223   		5999  		
1625  		519   		7753  		1737  		4484  		
1507  		2191  		615   		8455  		332   		
2934  		489   		310   		531   		314   		
674   		2470  		13886 		1303  		1385  		
426   		4453  		1288  		640   		1528  		
4606  		2284  		451   		4566  		734   		
3751  		2287  		4118  		582   		4111  		
876   		11153 		16049 		342   		4027  		
883   		1637  		615   		1745  		1788  		
729   		839   		287   		828   		4140  		
6080  		705   		3290  		1017  		336   		
564   		1647  		524   		3728  		4011  		
7954  		287   		9135  		3658  		7197  		
8081  		3474  		280   		1456  		3434  		
684   		2824  		6609  		8945  		801   		
2278  		10684 		5819  		562   		7950  		
344   		4766  		974   		1006  		1246  		
399   		21191 		158   		1085  		162   		
3316  		1197  		1856  		12156 		8375  		
2344  		631   		1828  		551   		825   		
2433  		428   		1481  		115   		2826  		
2242  		3980  		794   		1135  		462   		
678   		11337 		527   		308   		1642  		
5805  		502   		3052  		7307  		2294  		
436   		1161  		721   		220   		4161  		
19082 		1320  		5351  		1215  		3322  		
5659  		3702  		4217  		1117  		1140  		
1611  		1274  		515   		360   		527   		
168   		4142  		369   		2210  		1585  		
1658  		1506  		11148 		1215  		9647  		
1089  		819   		1005  		2047  		1705  		
2343  		766270		3003  		791   		1210  		
1479  		888   		2004  		17359 		293   		
8084  		1176  		4475  		787   		1292  		
1231  		960   		548   		864   		359   		
981   		858   		16582 		1392  		487   		
1002  		13257 		731   		3137  		643   		
7069  		422   		2377  		542   		571   		
484   		1068  		3898  		3310  		730   		
1192  		335   		4946  		5348  		1704  		
1603  		647   		3736  		2694  		414   		
189   		4773  		5826  		989   		21399 		
37084 		3555  		2592  		815   		1255  		
1664  		1032  		1177  		3878  		6531  		
1740  		2503  		17192 		1653  		872   		
4258  		4112  		1659  		277   		1624  		
4387  		428   		2482  		293   		12313 		
5742  		829   		2178  		3566  		1061  		
1796  		310   		1399  		2467  		1631  		
2036  		489   		403   		2208  		1285  		
5483  		3218  		723   		1510  		1299  		
5594  		1266  		3379  		1192  		1002  		
464   		443   		1191  		1551  		2474  		
7745  		4414  		927   		287   		1170  		
1201  		2895  		7353  		703   		1969  		
2124  		5638  		310   		318   		1549  		
15935 		53929 		730   		501   		205   		
4989  		12066 		1765  		2192  		612   		
9296  		315   		19096 		4703  		2733  		
956   		2328  		1255  		1973  		5344  		
576   		6210  		446   		6418  		171   		
4246  		654   		12292 		993   		2307  		
2523  		7566  		493   		2440  		2868  		
864   		1442  		588   		3799  		940   		
454   		2961  		1136  		2449  		3394  		
4963  		2439  		1513  		220   		30500 		
1508  		14647 		1785  		682   		1359  		
2114  		330   		1790  		1098  		846   		
1015  		441   		11078 		897   		179   		
578   		742   		5621  		2665  		2967  		
876   		5268  		4209  		405   		4377  		
1714  		773   		17712 		6365  		2036  		
1425  		593   		9958  		2958  		19887 		
625   		1658  		1686  		604   		908   		
180   		365   		899   		18507 		255   		
4711  		1900  		9888  		829   		1826  		
23237 		205   		10835 		581   		1060  		
1444  		1075  		1032  		1398  		8783  		
8283  		574   		300   		1293  		349   		
32067 		921   		348   		535   		407   		
3350  		267   		11013 		412   		6814  		
235   		863   		911   		3213  		5452  		
566   		1424  		243   		1237  		3362  		
386   		1383  		9681  		2549  		1817  		
2217  		37808 		825   		9008  		2076  		
521   		675   		314   		1845  		1080  		
792   		653   		6148  		26828 		2951  		
2499  		7957  		1359  		4570  		4916  		
338   		3534  		1698  		28252 		3029  		
5093  		3708  		18525 		416   		362   		
2324  		4689  		5910  		637   		3267  		
9292  		249   		756   		691   		746   		
1122  		400   		1276  		1233  		3277  		
6034  		7175  		5056  		2767  		1730  		
602   		6035  		483   		1293  		429   		
996   		2287  		4255  		352   		1795  		
246   		3143  		1171  		12341 		311   		
1425  		6087  		12744 		1237  		1266  		
971   		3824  		3661  		1621  		1769  		
12191 		7585  		634   		143   		847   		
1418  		7077  		420   		656   		41676 		
3113  		5434  		843   		5912  		4489  		
832   		6353  		706   		1134  		1444  		
259   		2296  		421   		228   		480   		
371   		1027  		5085  		380   		1339  		
1932  		5170  		2460  		2343  		19220 		
50332 		4009  		58512 		560   		4601  		
1579  		466   		1277  		193   		849   		
5234  		4485  		952   		792   		236   		
970   		1273  		492   		2311  		1956  		
855   		936   		20219 		2984  		2661  		
